CustomerID,Age,Gender,MaritalStatus,Income,ProductID,ProductName,Price,StoreID,StoreName,Group,Type,Latitude,Longitude,TransactionID,Date,Quantity,TotalAmount
39,66,1,1,6.19,P3,Crackers,7500,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR96509,2022-11-03,3,22500
346,62,0,1,5.08,P3,Crackers,7500,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR93040,2022-03-01,2,15000
336,51,0,0,10.84,P3,Crackers,7500,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR41225,2022-03-16,1,7500
129,35,1,0,10.46,P3,Crackers,7500,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR64717,2022-11-14,4,30000
430,55,1,0,18.37,P3,Crackers,7500,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR62440,2022-04-16,6,45000
316,45,0,1,9.49,P3,Crackers,7500,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR16421,2022-09-04,2,15000
431,40,1,1,9.51,P3,Crackers,7500,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR56383,2022-09-13,5,37500
309,23,0,0,3.03,P3,Crackers,7500,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR90060,2022-05-06,2,15000
337,43,1,1,5.12,P3,Crackers,7500,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR79608,2022-10-14,3,22500
255,24,1,0,5.78,P3,Crackers,7500,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR97236,2022-07-08,3,22500
414,21,1,0,0.74,P3,Crackers,7500,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR40506,2022-05-17,6,45000
332,28,1,0,6.91,P3,Crackers,7500,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR98841,2022-12-29,3,22500
25,24,1,1,2.67,P3,Crackers,7500,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR132,2022-08-20,3,22500
270,49,1,1,8.81,P8,Oat,16000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR49903,2022-02-17,2,32000
333,47,0,1,17.99,P8,Oat,16000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR38368,2022-12-17,3,48000
24,37,0,1,9.53,P8,Oat,16000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR22169,2022-03-10,1,16000
87,44,1,1,9.57,P8,Oat,16000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR262,2022-09-23,3,48000
45,53,0,1,9.25,P8,Oat,16000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR86483,2022-01-03,3,48000
36,32,1,1,10.4,P8,Oat,16000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR68280,2022-01-04,1,16000
440,40,0,1,3.47,P8,Oat,16000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR51352,2022-04-20,2,32000
135,41,0,1,3.28,P8,Oat,16000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR73051,2022-05-19,2,32000
122,26,1,0,0.14,P8,Oat,16000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR18491,2022-07-01,1,16000
122,26,1,0,0.14,P8,Oat,16000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR52092,2022-12-20,1,16000
8,37,1,1,5.49,P8,Oat,16000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR50337,2022-06-18,3,48000
393,22,0,0,0.0,P8,Oat,16000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR63021,2022-01-11,1,16000
184,33,0,0,13.93,P8,Oat,16000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR68792,2022-09-22,3,48000
356,56,0,1,13.25,P8,Oat,16000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR52721,2022-01-18,3,48000
76,38,1,1,7.88,P8,Oat,16000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR85806,2022-04-16,3,48000
372,31,1,1,6.19,P8,Oat,16000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR82034,2022-03-20,2,32000
407,53,1,1,9.27,P8,Oat,16000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR99028,2022-02-10,1,16000
277,60,1,1,9.38,P8,Oat,16000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR75679,2022-05-04,1,16000
384,59,1,1,4.42,P8,Oat,16000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR69931,2022-01-28,2,32000
272,60,0,1,4.05,P8,Oat,16000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR69862,2022-09-14,2,32000
175,60,0,1,9.7,P8,Oat,16000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR64429,2022-07-31,2,32000
381,39,0,1,6.92,P8,Oat,16000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR30241,2022-11-15,2,32000
305,29,1,1,4.08,P8,Oat,16000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR48845,2022-04-01,3,48000
58,27,1,1,4.43,P8,Oat,16000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR44376,2022-09-25,3,48000
15,30,0,1,4.52,P8,Oat,16000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR14129,2022-06-26,3,48000
431,40,1,1,9.51,P8,Oat,16000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR15284,2022-04-12,1,16000
166,33,0,1,3.33,P8,Oat,16000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR87025,2022-07-30,3,48000
158,49,1,1,5.6,P8,Oat,16000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR51447,2022-09-09,2,32000
414,21,1,0,0.74,P8,Oat,16000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR89612,2022-10-01,1,16000
408,34,1,1,9.45,P8,Oat,16000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR63350,2022-05-20,2,32000
248,36,1,1,5.76,P8,Oat,16000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR46395,2022-05-12,3,48000
386,33,0,1,6.95,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR7917,2022-09-21,3,12600
222,45,0,1,15.03,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR56104,2022-02-12,4,16800
24,37,0,1,9.53,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR18538,2022-08-31,5,21000
181,33,1,1,9.94,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR42197,2022-04-23,4,16800
34,45,0,1,6.36,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR22634,2022-12-08,5,21000
285,20,0,0,0.0,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR32940,2022-05-25,5,21000
178,43,0,1,9.58,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR5030,2022-12-20,3,12600
22,34,0,0,9.91,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR87320,2022-06-12,2,8400
167,28,1,1,2.91,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR87395,2022-10-03,3,12600
30,37,1,0,2.26,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR75977,2022-09-19,3,12600
306,49,0,1,16.52,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR13980,2022-07-01,2,8400
20,43,0,1,18.91,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR12946,2022-12-15,5,21000
13,23,0,0,2.03,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR96325,2022-07-03,5,21000
122,26,1,0,0.14,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR54094,2022-07-15,5,21000
108,25,0,0,6.87,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR8561,2022-10-21,4,16800
232,62,0,1,7.32,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR51656,2022-10-18,2,8400
295,34,0,1,4.78,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR99379,2022-10-18,2,8400
234,61,1,1,10.86,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR71994,2022-05-07,3,12600
217,39,1,0,6.96,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR93784,2022-11-29,3,12600
404,22,0,0,2.69,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR84691,2022-03-16,2,8400
413,31,0,1,8.8,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR18825,2022-07-31,3,12600
66,37,1,1,3.04,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR98748,2022-01-30,4,16800
114,22,0,0,3.14,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR99856,2022-03-29,5,21000
422,21,1,0,3.88,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR26238,2022-11-11,3,12600
180,22,1,1,4.07,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR57565,2022-01-25,4,16800
298,38,1,1,8.99,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR60495,2022-11-02,3,12600
219,39,0,0,9.73,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR51571,2022-04-09,5,21000
152,59,1,1,10.68,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR33585,2022-11-25,4,16800
215,25,0,0,5.54,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR88227,2022-04-22,3,12600
215,25,0,0,5.54,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR87715,2022-05-15,5,21000
245,26,1,1,4.58,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR89571,2022-10-22,5,21000
384,59,1,1,4.42,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR13801,2022-03-19,4,16800
263,40,1,1,10.21,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR32416,2022-02-05,3,12600
263,40,1,1,10.21,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR12740,2022-02-20,4,16800
293,54,0,1,10.4,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR12063,2022-05-11,3,12600
268,49,1,0,5.18,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR68513,2022-08-23,2,8400
428,60,1,1,4.49,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR26926,2022-04-12,5,21000
428,60,1,1,4.49,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR75594,2022-10-26,5,21000
220,45,0,1,16.35,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR74375,2022-02-04,5,21000
363,35,0,1,6.05,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR32454,2022-07-10,3,12600
39,66,1,1,6.19,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR64334,2022-10-04,4,16800
247,33,1,1,8.11,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR93539,2022-08-04,2,8400
279,62,0,1,5.35,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR57388,2022-07-30,3,12600
273,27,1,1,3.32,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR7687,2022-10-27,3,12600
273,27,1,1,3.32,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR77621,2022-12-22,2,8400
305,29,1,1,4.08,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR36777,2022-07-07,4,16800
377,53,0,0,10.39,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR90484,2022-08-21,4,16800
323,58,0,1,10.55,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR90878,2022-05-29,3,12600
29,59,1,1,10.5,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR97744,2022-05-12,5,21000
212,36,0,1,7.96,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR4976,2022-11-27,2,8400
155,40,0,1,7.17,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR83227,2022-03-11,3,12600
382,54,0,1,15.55,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR56918,2022-06-09,4,16800
158,49,1,1,5.6,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR26815,2022-03-27,3,12600
253,37,0,1,4.32,P5,Thai Tea,4200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR91926,2022-04-27,2,8400
283,19,1,0,0.0,P1,Choco Bar,8800,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR57403,2022-11-20,3,26400
181,33,1,1,9.94,P1,Choco Bar,8800,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR7826,2022-01-02,10,88000
116,51,1,1,15.77,P1,Choco Bar,8800,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR26746,2022-10-01,4,35200
354,53,1,1,16.94,P1,Choco Bar,8800,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR35416,2022-03-03,8,70400
137,34,1,1,6.36,P1,Choco Bar,8800,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR50379,2022-09-03,6,52800
442,42,1,1,14.88,P1,Choco Bar,8800,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR61271,2022-01-13,3,26400
442,42,1,1,14.88,P1,Choco Bar,8800,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR59944,2022-06-19,4,35200
151,42,0,1,10.38,P1,Choco Bar,8800,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR33278,2022-04-24,9,79200
301,60,0,1,8.97,P1,Choco Bar,8800,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR51635,2022-12-08,8,70400
267,22,0,0,0.0,P1,Choco Bar,8800,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR93101,2022-01-21,3,26400
131,25,0,0,7.12,P1,Choco Bar,8800,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR31493,2022-01-21,8,70400
443,33,1,1,9.28,P1,Choco Bar,8800,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR65931,2022-05-19,5,44000
105,61,0,1,7.54,P1,Choco Bar,8800,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR44851,2022-02-08,9,79200
19,24,1,0,4.14,P1,Choco Bar,8800,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR59511,2022-06-03,8,70400
376,44,0,1,14.65,P1,Choco Bar,8800,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR5221,2022-05-25,2,17600
376,44,0,1,14.65,P1,Choco Bar,8800,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR43554,2022-08-25,10,88000
376,44,0,1,14.65,P1,Choco Bar,8800,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR65616,2022-12-07,5,44000
96,55,0,1,13.67,P1,Choco Bar,8800,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR14887,2022-11-04,2,17600
89,32,0,1,9.68,P1,Choco Bar,8800,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR85821,2022-03-07,10,88000
89,32,0,1,9.68,P1,Choco Bar,8800,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR75249,2022-03-30,7,61600
141,65,1,1,9.94,P1,Choco Bar,8800,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR57301,2022-06-27,3,26400
424,38,0,1,10.06,P1,Choco Bar,8800,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR43238,2022-09-10,9,79200
365,28,0,0,6.05,P1,Choco Bar,8800,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR90751,2022-03-05,9,79200
188,46,1,1,25.22,P1,Choco Bar,8800,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR74706,2022-05-22,5,44000
188,46,1,1,25.22,P1,Choco Bar,8800,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR32500,2022-11-18,3,26400
291,49,0,1,19.98,P1,Choco Bar,8800,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR63130,2022-09-04,2,17600
260,33,0,0,6.65,P1,Choco Bar,8800,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR37685,2022-08-25,6,52800
364,27,1,1,3.41,P1,Choco Bar,8800,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR6757,2022-11-06,10,88000
325,37,0,0,3.25,P1,Choco Bar,8800,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR83364,2022-07-16,5,44000
47,35,1,1,9.56,P1,Choco Bar,8800,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR77951,2022-09-24,9,79200
77,26,0,1,4.67,P1,Choco Bar,8800,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR31892,2022-05-03,2,17600
238,26,0,0,6.61,P1,Choco Bar,8800,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR56012,2022-10-27,5,44000
41,51,0,1,16.42,P1,Choco Bar,8800,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR60869,2022-07-17,2,17600
233,43,1,1,5.69,P7,Coffee Candy,9400,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR97336,2022-01-01,2,18800
421,35,0,1,9.01,P7,Coffee Candy,9400,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR52573,2022-05-05,3,28200
34,45,0,1,6.36,P7,Coffee Candy,9400,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR96924,2022-04-16,5,47000
218,29,0,1,3.52,P7,Coffee Candy,9400,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR34452,2022-07-02,5,47000
218,29,0,1,3.52,P7,Coffee Candy,9400,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR59147,2022-07-21,4,37600
144,34,0,1,10.01,P7,Coffee Candy,9400,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR65176,2022-12-14,4,37600
7,31,0,1,4.57,P7,Coffee Candy,9400,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR44799,2022-08-15,6,56400
106,24,0,0,6.79,P7,Coffee Candy,9400,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR43202,2022-05-21,3,28200
62,51,1,1,13.62,P7,Coffee Candy,9400,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR73824,2022-05-12,3,28200
182,44,1,1,14.57,P7,Coffee Candy,9400,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR53532,2022-07-25,3,28200
416,27,1,1,3.43,P7,Coffee Candy,9400,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR92340,2022-03-14,6,56400
438,36,1,0,5.43,P7,Coffee Candy,9400,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR45013,2022-12-12,5,47000
43,53,0,1,16.64,P7,Coffee Candy,9400,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR14426,2022-08-23,3,28200
74,45,1,1,5.09,P7,Coffee Candy,9400,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR30908,2022-08-03,5,47000
64,48,1,1,7.92,P7,Coffee Candy,9400,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR57196,2022-10-31,6,56400
72,26,0,0,1.81,P7,Coffee Candy,9400,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR9659,2022-04-24,6,56400
52,37,0,1,3.73,P7,Coffee Candy,9400,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR32802,2022-05-19,5,47000
112,31,1,1,4.44,P7,Coffee Candy,9400,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR75587,2022-05-09,5,47000
149,61,1,1,3.96,P7,Coffee Candy,9400,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR63644,2022-07-03,5,47000
93,32,0,1,4.85,P7,Coffee Candy,9400,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR86571,2022-09-30,6,56400
444,53,0,1,15.31,P7,Coffee Candy,9400,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,TR79806,2022-11-24,6,56400
